SUBJECT.NAME	GENDER	Family	GI_28482235.S	GI_38077305.S	ri_A730030G07_PX00150F19_AK042847_1206.S	ri_D630022O22_PX00197G01_AK085407_4084.S	scl0001009.1_2.S	scl0001967.1_19.S	scl000831.1_7.S	scl00329252.1_132.S	scl015061.6_43.S	scl0320856.1_4.S	scl0329251.1_121.S	scl0329252.1_122.S	scl16265.12.1_123.S	scl17444.7.1_197.S	scl17445.11.1_28.S	scl17448.26_107.S	scl21394.7_6.S	scl22460.17_298.S	scl33777.13.1_9.S
A048057565	F	B4.3:E5.2(3) B4.3:A1.2(3)	3.72115717340397	3.83365599114371	3.95175872522153	4.06528023606117	3.74763864315518	4.27266236967224	3.84210158301883	3.52030843776811	3.49240599118618	3.96305602087901	3.54708615153564	3.36047154128054	3.41568007124075	3.8899139501979	3.42781181388946	5.34841745866662	3.62450559416003	4.36080435632791	3.71181688909836
A048057823	M	A2.2:H5.1(4) A2.2:D1.1(4)	3.62957971784470	3.93948957859655	3.56214945599643	3.9872126387936	3.78777888442023	4.22416620623107	3.76983091012075	3.22601959522809	3.75478618717304	4.01936309064266	3.54828079768114	3.28122121059645	3.54828079768114	3.98291169715255	3.56094927544776	4.96997296274863	3.47260025683218	4.11080522357369	3.46845470887813
A048058070	M	C3.2:F5.1(1) C3.2:B2.1(5)	3.79298074269933	4.20019876257421	3.88383381529447	4.0943573833423	3.85893690883501	4.1133817309917	3.66919945742526	3.56948822812837	3.70337453411577	4.55382270206485	3.92237543618705	3.52124463200635	3.68137606112183	4.06706573742713	3.40970009145714	5.45144861247321	3.52397192029154	4.15532177948025	3.36427118192748
A048058878	F	B1.2:E3.1(5) B1.2:A1.1(4)	3.9269959900857	3.6576633267372	3.65564211006852	4.24086936859193	4.09938672393868	4.00918889952077	3.57267953978235	3.48684213581396	3.90920019640025	4.24652907957391	3.79289961251077	3.32581333108412	3.22360377916877	4.007208498993	3.43609230123115	5.08888964648931	3.31297166833760	4.0900872006007	3.40814773202464
A048059117	M	A5.2:H4.1(5) A5.2:D2.1(5)	4.13432630997946	4.10444539710294	3.85077110299960	4.11300750089124	3.95373704622494	4.06335523348537	3.54624698518973	3.4565237786036	3.58814177998222	4.51674369688236	3.77014619526505	3.33966573212969	3.78836859952305	4.00649232218693	3.46518896703881	5.46598935181128	3.41726515687049	4.2826289696942	3.39224746922451
A048067529	M	A1.2:H5.1(4) A1.2:D4.1(4)	3.88312027074858	4.01283459390676	3.64444244991706	3.90868053605067	3.74989819424598	4.25189233332203	3.50712246929024	3.27834188065964	3.65564211006852	4.51084181100254	3.70491653099398	3.34240671184913	3.61398701586440	4.24535855186639	3.33074696311857	5.45341969423133	3.41943590748644	4.26374994847532	3.71958500985389
A048068077	F	E2.3:H2.2(3) E2.3:D4.2(2)	3.80812177269251	3.96178549992349	3.9241918318934	3.9823160435335	3.75559571349084	4.21035898760693	3.5832866488724	3.51473765014496	3.7797703720136	4.66068750659703	3.71457521230289	3.38651918167914	4.15227764922275	4.40625637220849	3.58033483333069	4.64197536459898	3.55676061366257	4.31866877688454	3.88385006588249
A048070376	F	UnknownMother4 UnknownFather4	4.11613068544119	3.96016215735343	3.82559939664071	4.05216603837775	3.95171360807472	4.04385245230026	3.77436873780481	3.50236294438971	3.45240475257541	4.62680720402205	3.41164574517804	3.6113688926003	3.65399916956106	4.05621464776242	3.30786128744467	6.0151961782735	3.46760700783157	4.52871083247943	3.30184093807311
A048072087	F	D4.2:G1.1(6) D4.2:C1.1(7)	4.13858704905281	3.86948695973951	3.47671756788804	4.10464953083554	3.53371955850735	3.88288636319684	3.6637853872144	3.49388613596181	3.82858713562957	4.36426167877202	3.6663416772977	3.39202321177402	3.51122870881883	4.02218227436028	3.31541675364129	5.48182089125646	3.47529951407954	4.07414554814636	3.45997364505992
A048072266	M	G5.2:F5.1(2) G5.2:B5.1(4)	3.54186786972491	3.94568223417757	3.91723986179768	3.88115019735274	3.6475205211017	4.12110008258562	3.87475764705628	3.63052839757575	3.54694739521406	4.47698303049848	3.53277931419363	3.30403556332066	3.44614821050202	4.24426528431865	3.33620251928033	5.32544049241616	3.46752853852856	4.12875648735633	3.67127695915675
A048073606	M	A2.3:H3.2(3) A2.3:D5.2(3)	3.80402778528757	4.03756204209387	3.97065210964947	3.97065210964947	3.54430362025557	4.25688227018701	3.60793294877644	3.35542279523386	3.64709047960353	4.66020518025042	3.71236925721685	3.52516019712684	3.36411534470543	4.48337270512399	3.42681055894661	5.49513918315484	3.43183958572630	4.22828593105302	3.49663060445232
A048073633	F	C5.2:F3.1(5) C5.2:B5.1(4)	3.82964576438956	4.01104531947577	3.86915259497007	3.63807308474266	3.75637348080911	4.10393266240223	3.93447213959776	3.56712433753156	3.38840573429451	4.52902148753115	3.48454309486459	3.35348469604954	3.59065776295164	4.13410105638317	3.5366304899807	5.66475949689151	3.35980622630498	4.30754337170936	3.90228467346725
A048075265	F	D4.2:G1.1(6) D4.2:C1.1(7)	3.62432459232141	3.97161448323325	3.69056728280674	3.80453542464306	3.80863737564007	4.09917801465693	3.76033621687376	3.31693539332967	3.48916025520968	4.34902153061469	3.94066204573975	3.41575742801673	3.30168050552132	4.03223936523699	3.70686037187741	5.58322616928566	3.40239995627103	4.34416647779314	3.36651999203369
A048075614	F	D1.2:G1.1(6) D1.2:C3.1(4)	3.87803838511023	3.82394270564049	3.87803838511023	4.07486871726994	3.94088494097739	4.41057382634501	3.99933592120164	3.43213081863383	3.7888990337357	4.52206958400805	3.54348629631827	3.67302825281618	3.57221637802317	3.62127975725773	3.49729171692932	5.66137050326604	3.65156087364677	4.14127419149865	3.65715454723995
A048076630	M	C2.2:F3.1(5) C2.2:B5.1(4)	3.61852631869133	3.85867907137404	3.91836472056066	3.95327381012618	3.84617188621829	4.18934890562232	3.45804586611526	3.53693839745809	3.54341525654168	4.0038777482475	3.87845788357920	3.24565825235681	3.28259435027665	4.28783148314199	3.4716261113499	4.9182869049185	3.75890927856877	4.14894110743382	3.73676253955089
A048080339	M	C4.2:F3.1(5) C4.2:B5.1(4)	3.84678953898494	3.8424944825594	3.59719329265063	3.97066690995059	3.97888352398146	3.89336282223291	3.78281665069933	3.49846607275666	3.54063008460251	4.63724069566827	3.90004305205214	3.36080987983337	3.41524939949390	4.00060722478764	3.46885649335567	5.58017882114663	3.37041742064013	4.32749816370826	3.20356280410265
A048085283	F	C3.2:F5.1(1) C3.2:B2.1(5)	3.98609193529144	3.79483617385539	3.65787042686403	3.91642127090633	3.7563282833933	4.09558935227557	3.91864323909104	3.41517961920443	3.6798004764673	4.19893509137942	3.7293701974225	3.45693943801181	3.31787710541191	4.01709767212240	3.37341678459248	5.21503594265033	3.50919280990406	4.05791056303572	3.42785671164330
A048086093	F	A5.2:H4.1(5) A5.2:D2.1(5)	3.87730447170302	4.22612185711342	3.73999554698648	3.94784243742366	4.04149973092691	4.13016608263545	4.01798241436546	3.5168337539806	3.62338833799944	3.9736901247788	3.30839277402159	3.28472670938967	3.43970903137764	4.30791169264626	3.65893577098288	5.01407673938992	3.46293823984246	4.35711863082567	3.50324747048143
A048086841	F	B5.2:E5.1(4) B5.2:A1.1(4)	3.86457867005754	3.87028474412612	3.76181840162905	3.7395799893946	3.78201098160849	4.18185332941319	3.73430392721718	3.31986670283521	3.26958735857861	4.26295559173491	3.49903719707028	3.3917509971196	3.56866342175336	4.00171443220137	3.06281427881442	4.94383564205496	3.20019340717107	4.37501696836009	3.5574863039933
A048092264	F	E3.2:H4.1(5) E3.2:D2.1(4)	3.97950545397637	3.93341818392807	3.83554133201589	4.02181493903613	4.04221582059276	4.14778311558346	3.77732894135972	3.46005343674586	3.43449545690819	4.19074353920881	3.62106275022356	3.30849445472256	3.78742516173719	4.46573040879847	3.41086779227976	5.16437713603697	3.36550410002985	3.88513461895942	3.51961031357651
A048092534	M	UnknownMother3 UnknownFather3	4.06164207385313	4.10720667043119	3.79250719761148	4.26646007282591	3.70349681165698	4.12454628178525	3.67122784946756	3.64197471493066	3.66962385133414	4.34407070609649	3.41449239628662	3.38335412271291	3.36286206824892	3.83502215172143	3.46067817308809	5.3351587301531	3.51160296344551	4.48851885822035	3.47017304104407
A048092536	M	H5.2:G1.1(7) H5.2:C1.1(5)	4.02019226272087	4.00265320853187	3.99829313949167	3.90770314009571	3.50412394334103	3.70513676082458	3.52385944145403	3.38904816828765	3.56492001725785	4.68169238591562	3.67492138724829	3.19724550209417	3.28677921169611	4.33537012331538	3.77808969512457	5.46278417869016	3.48715240620621	4.13981115858083	3.59361238049534
A048093042	M	F3.2:E4.1(5) F3.2:A2.1(5)	3.68925598076795	4.02652942584763	3.79289961251077	3.84082402300662	4.0863593832471	4.18645760674222	3.7580489622457	3.30720855241148	3.59446043424638	4.41815949692488	3.70511008156804	3.31436497174923	3.74056829948519	3.63505650684881	3.45127321307006	4.63563532528243	3.26251749775476	4.37629151544251	3.41524939949390
A048094867	M	G3.3:F1.2(4) G3.3:B1.2(4)	3.97823279980314	3.98608275229306	3.86799709336273	3.69828793055872	3.50782536646861	4.12012305808642	3.71574296448456	3.69469888658951	3.58933427650492	4.50952367405191	3.58582034837487	3.209112367998	3.50648998426714	4.12344203026997	3.37782364438205	5.3460925090406	3.53829083295845	3.99237872473099	3.44676463120001
A048098790	F	UnknownMother4 UnknownFather4	4.01267959306329	3.92461786126064	3.69410719504415	3.86717275832176	4.01163308255684	4.05874120954111	3.72780004812963	3.4476366705231	3.81654616309755	4.33847255005615	3.88689263654247	3.76971423827742	3.60940618304411	4.08917700849658	3.46426449468124	5.49454014114887	3.20251513635518	4.51541007072923	3.51777228564609
A048101850	F	UnknownMother4 UnknownFather4	3.89482201206526	3.87569499733533	3.94219968768447	3.74930431875842	3.92411347546938	4.03752881389654	3.85038698204086	3.4143384288127	3.34993517085113	4.43309177650843	3.77635264169968	3.48026181050549	3.56276919460218	4.16884662181907	3.14316494939138	5.35712047458988	3.36543671525698	4.68258166009775	3.45769507873416
A048102058	M	A3.2:H4.1(5) A3.2:D2.1(5)	4.03442820908872	3.78776419629226	3.61051990631267	4.17492488915965	3.94251648280981	4.26661437576412	3.44266328794021	3.4044913474022	3.42511047096141	4.13470572852704	3.86268675630838	3.43814604237968	3.30904025844826	3.9227247304354	3.39511262926581	5.43144108298051	3.50883976201993	4.39427991506148	3.55037839055886
A048102298	M	F2.2:E2.1(5) F2.2:A1.1(4)	3.88909765543236	3.67188586930268	3.88154054118481	4.04496860243617	3.64235221421292	4.29191861450707	4.02417498903051	3.47594391371118	3.72028369599293	4.74930978836638	3.94254108815425	3.43854828962603	3.27895363540924	4.44767417462124	3.76702609114805	5.39857813633108	3.66499109010165	4.21021377045006	3.94129052528051
A048105840	F	D5.2:G1.1(6) D5.2:C3.1(4)	3.88822574086324	4.07918933931238	3.82265861118835	4.07602949930681	3.76301972401672	4.25769604163268	3.61688969081832	3.30757642564566	3.43988775748819	5.10351139192804	3.61808661346116	3.28950596421564	4.10154579621198	4.14058946080032	3.42246592394977	5.54652450676499	3.47492005246373	4.3974306054911	3.50312559220094
A048109836	M	F5.2:E2.1(5) F5.2:A1.1(4)	3.78757959330958	3.67858326569489	3.79111327126111	4.61294609731062	3.44633781227868	4.27007309951184	4.2560899437403	3.49192964431045	3.90255662998812	3.92173208575828	3.50482528867358	3.74111321845969	3.18409811907564	4.77870413298802	3.91919735618599	5.37598424850361	3.17384218216276	3.95258702695914	3.62798301900815
A048113040	F	C2.3:F2.2(3) C2.3:B2.2(3)	3.72051264452501	4.07914122919839	3.53055384037901	3.7929934208374	3.90773845986113	4.32007059104496	4.05168982816639	3.43092446646799	3.42445420459351	4.30946090859971	3.60879250301221	3.21747320502867	3.45341917465495	4.01380672540582	3.51329482736679	4.70279815493754	3.20300356861018	4.08004165841747	3.52555771583240
A048115586	M	A4.2:H5.1(4) A4.2:D2.1(4)	3.79649049192978	3.92047869458595	3.85691046462882	3.89129938605409	3.96144236232825	4.14013697702032	3.66273368400658	3.5561556399044	3.43339938439505	4.57289660671967	4.04096905783162	3.37111311961471	4.06507000623331	4.22287781562697	3.36725946929833	5.42329479761219	3.53964716499946	4.39485666725974	3.18349495013515
A048115873	M	B2.2:E1.1(6) B2.2:A2.1(5)	3.8020526910543	4.14218043584447	3.88432883598975	4.16493622863115	3.59328496545004	4.15575836158261	3.76129976733565	3.50687929059231	3.71136903414565	4.31609791866404	3.84673376490107	3.32164916871161	3.52159038796834	4.38706042458151	3.4356456023904	4.88945351679942	3.68269897775327	4.11029741675441	3.33486328183673
A048117780	F	UnknownFather5 C1.2:B2.1(5)	3.967304970474	3.90600791916247	3.75925062723529	3.95540754054309	3.88005093854291	4.18851821023583	3.59212721743125	3.51961031357651	3.50433320660208	4.56947981763964	3.81790957327549	3.52811052714754	3.63745873293715	4.39856556305791	3.4055453167862	5.43278913024446	3.41407021765362	4.15461462716321	3.66591496815863
A048119797	F	D3.2:G2.1(5) D3.2:C5.1(5)	3.83673438725487	3.80433234381985	3.80186371920313	4.08691880344763	3.93443542666611	4.14042513447115	3.63896800380982	3.34938595667489	3.54871542892849	4.72194456785443	3.76570872161401	3.59697927973461	4.06708450441458	3.91569959753846	3.51454756840954	4.97647627508721	3.47509935158187	4.26221365413146	3.46232115699683
A048120064	M	C5.2:F3.1(5) C5.2:B5.1(4)	3.88623729990432	3.97644072357021	3.73510195512935	4.19343596422655	3.89604084146789	4.26142338052902	4.0935948639077	3.41745318687559	3.64597938181777	4.23681737805159	3.88009318630653	3.56196486150719	3.24600766078782	4.17239802440964	3.22040575177624	5.64901312931861	3.42324199995336	4.16221625157982	3.40873743453096
A048120298	F	B1.2:E3.1(5) B1.2:A1.1(4)	3.79332473775563	4.00106778808221	3.88651974247805	4.05197091602842	3.92236357468544	4.21981697751366	3.55606112591182	3.5134972463659	3.51741579026401	4.39479203961126	3.53618074038138	3.33440786100982	3.56396219185632	4.06993964240817	3.19978895669651	4.85597161408544	3.72154195832708	4.33932986114077	3.58436964467085
A048122322	M	B1.3:E2.2(3) B1.3:A2.2(3)	4.01314953308742	4.02060639523996	3.51816240990638	4.3061139650648	3.64000517185246	4.46240131450617	3.88032032913996	3.36236523308821	3.92004975989597	4.34433683685307	3.97509257919263	3.38961246672086	3.20845455823024	4.25330094719508	3.46122531551677	4.79475516948389	3.64705015407924	4.23401374657142	3.69681469353486
A048125017	F	H5.2:G1.1(7) H5.2:C1.1(5)	3.90658673516357	4.13791827191235	3.84070602367884	3.89729840858942	3.86904950253302	4.26708686591426	3.65376358752722	3.39569336036717	3.63348720347378	4.25390192729707	3.81724914043118	3.49470485549934	3.55469109451091	4.40643374050887	3.46223037929931	4.78333311479944	3.52763259236328	4.22701217595799	3.56858326926166
A048258842	M	A2.2:H5.1(4) A2.2:D1.1(4)	3.67556711891152	4.02247105437264	3.87124384093716	4.10546790997733	3.7757202591715	4.15610671737805	3.67322827296843	3.59909019800814	3.70907500790449	4.62969999850131	3.77473365570448	3.27848018854920	4.13036933756714	4.28769400441381	3.30314544560436	4.90636285533454	3.37473365840134	4.22158915247288	3.41747245975859
A048268784	F	UnknownMother4 UnknownFather4	3.94168251428137	4.04194711660379	3.68011903830317	4.23452684462432	3.78932386809671	4.27027074018148	3.99478928397325	3.49701586512108	3.19716588222282	4.88473463843941	3.52601750217198	3.26746651584737	3.97472761140904	4.3421496692392	3.40756097747995	5.16969455045444	3.47862870779557	4.17529650440305	3.50343863925481
A048272639	M	B2.2:E1.1(6) B2.2:A2.1(5)	3.94968444918278	3.83555895327467	3.69053214556735	3.83952613413173	4.01644560069185	4.15124290130569	3.57255147923743	3.54978338084872	3.68462756361909	4.36952305483171	4.06800101383936	3.22885167755681	3.24258813224461	4.20751126537752	3.43297801198094	4.42398561641648	3.67594147186948	4.003850941187	3.85302399744556
A048273083	M	C2.2:F3.1(5) C2.2:B5.1(4)	3.8944518151739	3.89012318413421	3.86383105604158	3.98837896468075	3.83836656263044	4.28194343305772	3.67358940288359	3.55521523033773	3.56372780629874	4.94485791841802	3.88522922809747	3.29585911802672	3.60253925506607	4.34514679051408	3.65793874978202	5.55045648382161	3.69742875741360	4.24516260485426	3.46050527103787
A048273786	M	B1.3:E2.2(3) B1.3:A2.2(3)	3.61778457567604	3.94491758781114	3.68697515754569	4.00486606421832	4.00622561586584	3.96510667365751	3.63698716044243	3.76977656497132	3.56307367511144	4.24626893570538	4.07906477108277	3.29360338302749	3.80639087140295	4.0812092187402	3.47418815014628	4.98100779099474	3.43351550624774	4.42394381049731	3.60999596455667
A048274015	M	A1.2:H5.1(4) A1.2:D4.1(4)	4.02358445324441	3.73882604457562	3.67424967985228	4.0641655222738	3.66010866137430	4.2778448134925	3.75350391521943	3.93428106492252	3.38593465191182	4.50535016903243	3.59923157280174	3.22161418657854	3.68646047342238	4.38196006280851	3.46028446065099	5.02885526141762	3.52959951172796	4.16810174591247	3.88339256653790
A048275274	F	B2.2:E1.1(6) B2.2:A2.1(5)	4.021039413908	3.86416128207159	3.75476135720924	3.98715209881272	3.90404604765355	4.12987954153926	3.54897707768003	3.59677689575878	3.54897707768003	4.77565887022499	3.83455459345377	3.47498566023286	3.94332330343416	4.47459105599214	3.66001807641029	4.9256443335831	3.31901936014457	4.19613250121189	3.45478602422518
A048275888	M	B5.2:E5.1(4) B5.2:A1.1(4)	3.71582998564922	4.2383772837707	3.60813377869462	4.08718849228469	3.8778355534757	4.42331327208816	3.65703413676683	3.41112991511377	3.80797312536607	4.22090448633437	3.76908539564627	3.76021828566903	3.28171208572317	3.84971960069184	3.50894669781821	5.04702703221671	3.20638545615898	4.2941180084565	3.45571759188605
A048276563	F	B1.2:E3.1(5) B1.2:A1.1(4)	3.88141821040749	4.16807404627431	3.99485911497794	3.70380966566517	3.74661841582113	4.09443729207788	3.5774192734588	3.56722630192179	3.68356500299408	4.40928113089350	3.91120324341204	3.33775952200768	4.0066469114503	4.04046319692794	3.2321364300297	5.34473463924881	3.55355739472035	4.17373718256946	3.63841962568135
A048276590	M	C5.2:F3.1(5) C5.2:B5.1(4)	3.80165610374418	3.73669147256262	3.93087942053355	3.95585672320141	3.60562215407823	3.89053128508263	3.67040407504157	3.57711387672285	3.45126116528605	4.52824989053387	3.96033887005604	3.3698234983668	3.81789497739386	4.14731258971873	3.62606163886008	4.78354947614534	3.56818526340001	4.12215453049465	3.2181648047149
A048276871	F	F3.2:E4.1(5) F3.2:A2.1(5)	3.93894580061722	3.83273838758881	3.6827647298088	3.98212428332587	3.69664580654717	4.14959255898977	3.61096812654547	3.57806845994999	3.54481505582176	4.3800688604352	3.63027785808704	3.26984588466179	3.68725177699875	4.20737063316215	3.16228548566274	4.7891414620218	3.22813393675884	4.23495196049161	3.52540306310811
A048277066	M	D4.2:G1.1(6) D4.2:C1.1(7)	3.90638385019118	4.0317582471254	3.8219944897286	3.90262703066752	3.84373555211695	4.16442259953864	3.8078486421054	3.39227945839732	3.34199909227141	4.67046565576042	3.88291441560153	3.53141188930102	3.49660717505049	3.79601795930690	3.41339012985713	5.58408463067293	3.41039191963991	4.51910928171891	3.58902046691763
A048277878	F	F2.2:E2.1(5) F2.2:A1.1(4)	4.10961597829658	4.14166554986461	3.87312396300789	4.08405421665108	3.91304900342527	4.21231028388469	3.71827780063262	3.69164253081575	3.46850128336126	4.85920567153401	3.88558985790767	3.33383540602111	4.26884527422446	4.44561896717915	3.4128190380429	5.40719080894507	3.64979030893041	4.27128489818618	3.43932399374535
A048277888	F	D2.2:G5.1(4) D2.2:C5.1(4)	3.82664596833386	3.98815569637559	3.62669216515283	3.87270937901093	4.04378478907962	4.30368670008852	3.91605025771644	3.62299246267821	3.41726515687049	4.37504598473435	3.47865657961081	3.52952796179436	3.37638977598588	4.18722394711116	3.41859695891936	5.37096680838159	3.57831319921406	4.71892334029027	3.39500540796806
A048278380	F	E2.2:H2.1(2) E2.2:D1.1(6)	4.00555344982741	3.99551540010125	3.72658217121706	4.05391530562224	3.95022041456528	4.21897856294611	3.53792662884146	3.30781562766695	3.64561458537352	4.59594293736923	3.70661093139207	3.25507929944875	3.773791977833	4.31601371003061	3.34640082511777	5.09609673361109	3.52661420021368	4.21897856294611	3.52917772231374
A048278795	F	H4.2:G1.1(7) H4.2:C5.1(4)	3.71210620660121	4.05561748400875	3.43229753802529	3.67296553712400	3.43605920364508	4.10498547351241	3.76977656497132	3.59684191307334	3.84341765765070	4.48184772806789	4.17703280689953	3.26430543842081	3.48547262677356	4.33672036534395	3.03110824196392	5.18843319553113	3.49695470414602	4.15797114784553	3.49695470414602
A048279009	F	D2.2:G5.1(4) D2.2:C5.1(4)	3.96133602266845	3.92663300721156	3.39652707572246	4.05578399183806	3.98430546019041	4.07598825585596	3.65538277079254	3.39043412292608	3.57232886787071	4.31088372193111	3.70540156314970	3.4528577413516	3.56239540918655	4.03821123180672	3.3147657710427	5.64204782822661	3.33969281195017	4.88784614666633	3.348453765484
